code,NAME,DATE,TYPE,TITLE,DURATION,LINK,ENG SUB,MEMBERS,KEYWORDS,TAG,ERA,SEASON,EPISODE,SOURCE,NOTES,ALT LINKS
2405003,2024.05.01 [TEASER] tripleS ‘Girls Never Die’,2024-05-01,Teaser,tripleS(트리플에스) 'Girls Never Die' Teaser,0:00:32,https://youtu.be/rLXTIuBFttU,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","assemble24,girls never die,teaser","official,teaser,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405004,2024.05.01 [TEASER] the system,2024-05-01,Teaser,tripleS 트리플에스 : the system,0:00:41,https://youtu.be/zarkUnFOGF8,YES,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","OT24,S,assemble24","official,teaser,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405005,2024.05.02 [RADIO] Bae Sungjae TEN with YooYeon & HaYeon,2024-05-02,Radio,[ENG SUB] tripleS Yooyeon & Hayeon @SBS Power FM 107.7: Bae Sungjae Ten Radio (240502) 배성재의 텐,1:33:26,https://youtu.be/bpG6BfFMNkU,YES,"Hayeon,Yooyeon","Bae Sungjae Ten Radio,interview,radio","interview,radio,youtube",ASSEMBLE24,Cream01,,MangoNim,,
2405006,2024.05.02 [SHORTS] Cereal War,2024-05-02,Shorts,ChaeWon & SeoAh: Cereal War 🥣🤺  #tripleS #트리플에스 #채원 #ChaeWon #서아 #SeoAh,0:00:21,https://youtu.be/AKbVONU-peQ,,"Chaewon,Seoah","shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube","ASSEMBLE24,GLOW",Cream01,,tripleS official,,
2405007,2024.05.02 [SIGNAL],2024-05-02,SIGNAL,ChaeWon's GLOW-ing birthday! | EN | SIGNAL 240502,0:04:02,https://youtu.be/HNweRmGyTqs,YES,"Chaewon,Jiyeon,Seoah,Sullin","birthday,birthday cake,crying,glow","official,youtube",ASSEMBLE24,Cream01,SIGNAL 512,tripleS official,,
2405008,2024.05.03 [SHORTS] ‘Marikit sa Dilim’ Challenge,2024-05-03,Shorts,What if I pull you right next to me? 🫢✨ #tripleS #트리플에스 #설린  #Sullin #지연 #JiYeon,0:00:18,https://youtu.be/dnNANuaPGY4,,"Jiyeon,Sullin","shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube","ASSEMBLE24,GLOW",Cream01,,tripleS official,,
2405009,2024.05.03 [SHORTS] Glowing cutness of Glow,2024-05-03,Shorts,Glowing cuteness of Glow ✨ #tripleS #트리플에스 #채원 #ChaeWon #설린 #Sullin #서아 #SeoAh #지연 #JiYeon,0:00:17,https://youtu.be/zVb5s69GRXA,,"Chaewon,Jiyeon,Seoah,Sullin","glow,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube","ASSEMBLE24,GLOW",Cream01,,tripleS official,,
2405010,2024.05.03 [HIGHLIGHT MEDLEY] tripleS ‘ASSEMBLE24’ Highlight Medley,2024-05-03,Highlight Medley,tripleS(트리플에스) 'ASSEMBLE24' Highlight Medley,0:03:30,https://youtu.be/cv5VqLhuauw,NO,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","OT24,assemble24","highlight medley,official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405011,2024.05.04 [WEB DRAMA] What's Up Ep.5,2024-05-04,Drama,될놈될 VS 안될안 [요즘 뭐해] Ep.5 (SUB),0:06:35,https://youtu.be/O_8UVVPe73M,YES,Yooyeon,web drama,"drama,youtube",ASSEMBLE24,Cream01,5,MEME STUDIO,,
2405012,2024.05.04 [SIGNAL],2024-05-04,SIGNAL,tripleS Glow's profiles with full of personalities! | EN | SIGNAL 240504,0:07:43,https://youtu.be/ZX_m78T5SPY,YES,"Chaewon,Jiyeon,Seoah,Sullin","glow,profiles","official,youtube",ASSEMBLE24,Cream01,SIGNAL 513,tripleS official,,
2405013,2024.05.04 [SIGNAL] COSMO EXCLUSIVE: Cream01 Children's Day DCO ,2024-05-04,SIGNAL,동심으로 돌아간 tripleS 어린이들 | COSMO EXCLUSIVE 240504,0:00:51,https://youtu.be/tx8rrRhrppw,YES,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","objekt,photoshoot","official,youtube",ASSEMBLE24,Cream01,,달디단김나갱,,
2405014,2024.05.05 [SecretBase] JiYeon,2024-05-05,SecretBase,SecretBase 240428 JiYeon.SSS [ EN ],0:02:00,https://youtu.be/X4pbZXXQx0w,YES,Jiyeon,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405015,2024.05.05 [SecretBase] SeoAh,2024-05-05,SecretBase,SecretBase 240505 SeoAh.SSS [ EN ],0:03:27,https://youtu.be/F7CFHW2GL9Y,YES,Seoah,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405016,2024.05.05 [SecretBase] Sullin,2024-05-05,SecretBase,SecretBase 240501 Sullin.SSS [ EN ],0:02:28,https://youtu.be/IFhgcmb8yUI,YES,Sullin,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405017,2024.05.05 [SecretBase] KimChaeWon,2024-05-05,SecretBase,SecretBase 240504 KimChaeWon.SSS [ EN ],0:03:15,https://youtu.be/LcssRqmAIUw,YES,Chaewon,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405018,2024.05.05 [SecretBase] ParkShiOn,2024-05-05,SecretBase,SecretBase 240428 ParkShiOn.SSS [ EN ],0:02:51,https://youtu.be/TFVf_VCnj0Q,YES,Shion,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405019,2024.05.05 [SecretBase] JeongHaYeon,2024-05-05,SecretBase,SecretBase 240505 JeongHaYeon.SSS [ EN ],0:03:08,https://youtu.be/OnkMN_XxRNw,YES,Hayeon,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405020,2024.05.05 [SecretBase] JooBin,2024-05-05,SecretBase,SecretBase 240428 JooBin.SSS [ EN ],0:04:49,https://youtu.be/SOUL12NBR88,YES,Joobin,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405021,2024.05.05 [SecretBase] Lynn,2024-05-05,SecretBase,SecretBase 240430 Lynn.SSS [ EN ],0:02:30,https://youtu.be/CxZgqriR7lI,YES,Lynn,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405022,2024.05.05 [SecretBase] Mayu,2024-05-05,SecretBase,SecretBase 240505 Mayu.SSS [ EN ],0:05:15,https://youtu.be/Uw56k_pt8MQ,YES,Mayu,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405023,2024.05.05 [SecretBase] Xinyu,2024-05-05,SecretBase,SecretBase 240428 Xinyu.SSS [ EN ],0:06:23,https://youtu.be/5V-DB4ZpReU,YES,Xinyu,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405024,2024.05.05 [SecretBase] ParkSoHyun,2024-05-05,SecretBase,SecretBase 240503 ParkSoHyun.SSS [ EN ],0:05:03,https://youtu.be/miJQ-7YsyJc,YES,Sohyun,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405025,2024.05.05 [SecretBase] Nien,2024-05-05,SecretBase,SecretBase 240418 Nien.SSS [ EN ],0:04:20,https://youtu.be/yLfRjzCBMxc,YES,Nien,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405026,2024.05.05 [SecretBase] KwakYeonJi,2024-05-05,SecretBase,SecretBase 240428 KwakYeonJi.SSS [ EN ],0:03:14,https://youtu.be/_Pvmpw9bNHw,YES,Yeonji,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405027,2024.05.05 [SecretBase] Kotone,2024-05-05,SecretBase,SecretBase 240428 Kotone.SSS [ EN ],0:02:32,https://youtu.be/a8eQ_arAfKA,YES,Kotone,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405028,2024.05.05 [SecretBase] SeoDaHyun,2024-05-05,SecretBase,SecretBase 240430 SeoDaHyun.SSS [ EN ],0:02:19,https://youtu.be/YLWibCPDm94,YES,Dahyun,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405029,2024.05.05 [SecretBase] Kaede,2024-05-05,SecretBase,SecretBase 240429 Kaede.SSS [ EN ],0:01:57,https://youtu.be/E91qL3tzcK4,YES,Kaede,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405030,2024.05.05 [SecretBase] GongYuBin,2024-05-05,SecretBase,2024.05.01 [SecretBase] GongYuBin,0:02:37,https://youtu.be/Iqe31XPqZTo,YES,Yubin,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405031,2024.05.05 [SecretBase] KimNaKyoung,2024-05-05,SecretBase,SecretBase 240429 KimNaKyoung.SSS [ EN ],0:02:41,https://youtu.be/Bjy42-t3GYU,YES,Nakyoung,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405032,2024.05.05 [SecretBase] KimSooMin,2024-05-05,SecretBase,SecretBase 240503 KimSooMin.SSS [ EN ],0:06:21,https://youtu.be/hwz2tfwusS4,YES,Soomin,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405033,2024.05.05 [SecretBase] KimYooYeon,2024-05-05,SecretBase,SecretBase 240428 KimYooYeon.SSS [ EN ],0:02:34,https://youtu.be/auyx9FGwt-I,YES,Yooyeon,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405034,2024.05.05 [SecretBase] KimChaeYeon,2024-05-05,SecretBase,SecretBase 240503 KimChaeYeon.SSS [ EN ],0:05:31,https://youtu.be/CMQPs9L-3J0,YES,Chaeyeon,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405035,2024.05.05 [SecretBase] LeeJiWoo,2024-05-05,SecretBase,SecretBase 240429 LeeJiWoo.SSS [ EN ],0:01:53,https://youtu.be/x3gHxz8V4BE,YES,Jiwoo,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405036,2024.05.05 [SecretBase] JeongHyeRin,2024-05-05,SecretBase,SecretBase 240503 JeongHyeRin.SSS [ EN ],0:04:29,https://youtu.be/1PFp0-dDZRA,YES,Hyerin,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405037,2024.05.05 [SecretBase] YoonSeoYeon,2024-05-05,SecretBase,SecretBase 240501 YoonSeoYeon.SSS [ EN ],0:04:29,https://youtu.be/YoUljB4U2pc,YES,Seoyeon,"assemble24,self-cam","official,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405038,2024.05.06 [SIGNAL],2024-05-06,SIGNAL,How to enjoy Thailand with Thai Princess Sullin | EN | SIGNAL 240506,0:11:32,https://youtu.be/pSNXrXJMfl0,YES,"Chaeyeon,Dahyun,Mayu,Nakyoung,Nien,Seoyeon,Sohyun,Sullin,Xinyu","###,airport,bangkok,blockchain event,eating,event,hotel,suite,thailand,travel","official,youtube",ASSEMBLE24,Cream01,SIGNAL 514,tripleS official,,
2405039,2024.05.07 [SIGNAL],2024-05-07,SIGNAL,A day before Divine Season begins! Here's Divine beauty of 24 members | EN | SIGNAL 240507,0:14:06,https://youtu.be/QioM3-q-kc4,YES,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","objekt,photoshoot","official,youtube",ASSEMBLE24,Cream01,SIGNAL 515,tripleS official,,
2405040,2024.05.07 [SHORTS] Countdown to Girls Never Die,2024-05-07,Shorts,Girls Never Die 만나기 24시간 전 #tripleS #트리플에스 #지연 #JiYeon  #ASSEMBLE24 #Girls_Never_Die,0:00:13,https://youtu.be/jJKxSoHN1jM,YES,Jiyeon,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405041,2024.05.07 [SHORTS] Countdown to Girls Never Die,2024-05-07,Shorts,Girls Never Die 만나기 23시간 전 #tripleS #트리플에스 #서아 #SeoAh  #ASSEMBLE24 #Girls_Never_Die,0:00:08,https://youtu.be/9hhqcIP76BM,YES,Seoah,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405042,2024.05.07 [SHORTS] Countdown to Girls Never Die,2024-05-07,Shorts,Girls Never Die 만나기 22시간 전 #tripleS #트리플에스 #설린 #Sullin #ASSEMBLE24 #Girls_Never_Die,0:00:09,https://youtu.be/2lZcH72v7B4,YES,Sullin,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405043,2024.05.07 [SHORTS] Countdown to Girls Never Die,2024-05-07,Shorts,Girls Never Die 만나기 21시간 전 #tripleS #트리플에스 #채원 #ChaeWon #ASSEMBLE24 #Girls_Never_Die,0:00:11,https://youtu.be/geO4VQhN4QA,YES,Chaewon,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405044,2024.05.07 [SHORTS] Countdown to Girls Never Die,2024-05-07,Shorts,Girls Never Die 만나기 20시간 전 #tripleS  #트리플에스 #시온 #ShiOn  #ASSEMBLE24 #Girls_Never_Die,0:00:16,https://youtu.be/A4W7HKZZqE8,YES,Shion,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405045,2024.05.07 [SHORTS] Countdown to Girls Never Die,2024-05-07,Shorts,Girls Never Die 만나기 19시간 전 #tripleS  #트리플에스 #하연 #HaYeon  #ASSEMBLE24 #Girls_Never_Die,0:00:12,https://youtu.be/NzXohi7N7ow,YES,Hayeon,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405046,2024.05.07 [VARIETY] Weekly Idol EP. 662 Pre-Release,2024-05-07,Variety,[Weekly Idol] Starting a fight even before the start? TripleS' fierce tail catching 🫣 l Broadcasting pre-release l EP.662,0:01:21,https://youtu.be/G8pEWJg5jLM,NO,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","games,variety,weekly idol","variety,youtube",ASSEMBLE24,Cream01,,ALL THE K-POP,,
2405047,2024.05.07 [VARIETY] Weekly Idol EP. 662 Pre-Release,2024-05-07,Variety,[Weekly Idol] tripleS's alive dance line and the details at your fingertips~ Ma!! This is Kalgunmoo😎 l  Broadcast pre-release l EP.662,0:01:37,https://youtu.be/wyofoJamOGc,NO,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","dancing,variety,weekly idol","variety,youtube",ASSEMBLE24,Cream01,,ALL THE K-POP,,
2405048,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 18시간 전 #tripleS #트리플에스 #주빈 #JooBin #ASSEMBLE24 #Girls_Never_Die,0:00:11,https://youtu.be/5WHiWo06wAo,YES,Joobin,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405049,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 17시간 전 #tripleS #트리플에스 #린 #Lynn #ASSEMBLE24  #Girls_Never_Die,0:00:12,https://youtu.be/RePIWTrxbGk,YES,Lynn,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405050,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 16시간 전 #tripleS #트리플에스 #마유 #Mayu #ASSEMBLE24 #Girls_Never_Die,0:00:12,https://youtu.be/_OZz-Fj1RSI,YES,Mayu,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405051,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 15시간 전 #tripleS  #트리플에스 #신위 #Xinyu  #ASSEMBLE24 #Girls_Never_Die,0:00:10,https://youtu.be/3dQf0gBkW6w,YES,Xinyu,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405052,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 14시간 전 #tripleS #트리플에스 #소현 #SoHyun #ASSEMBLE24 #Girls_Never_Die,0:00:07,https://youtu.be/Gmrv4SRTzB8,YES,Sohyun,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405053,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 13시간 전 #tripleS #트리플에스 #니엔 #Nien #ASSEMBLE24  #Girls_Never_Die,0:00:09,https://youtu.be/7m9IBatwfzc,YES,Nien,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405054,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 12시간 전 #tripleS #트리플에스 #연지 #YeonJi #ASSEMBLE24 #Girls_Never_Die,0:00:09,https://youtu.be/43-RumszCVA,YES,Yeonji,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405055,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 11시간 전 #tripleS #트리플에스 #코토네 #Kotone  #ASSEMBLE24 #Girls_Never_Die,0:00:24,https://youtu.be/0xj-z2uP_Xo,YES,Kotone,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405056,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 10시간 전 #tripleS #트리플에스 #다현 #DaHyun #ASSEMBLE24 #Girls_Never_Die,0:00:18,https://youtu.be/4RBz9Gzgbjo,YES,Dahyun,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405057,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 9시간 전 #tripleS  #트리플에스 #카에데 #Kaede  #ASSEMBLE24 #Girls_Never_Die,0:00:10,https://youtu.be/ca2MT0qqsns,YES,Kaede,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405058,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 8시간 전 #tripleS #트리플에스 #유빈 #YuBin #ASSEMBLE24 #Girls_Never_Die,0:00:16,https://youtu.be/rohqgby3OAI,YES,Yubin,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405059,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 7시간 전 #tripleS #트리플에스 #나경 #NaKyoung #ASSEMBLE24 #Girls_Never_Die,0:00:13,https://youtu.be/mwi-YeyLZkI,YES,Nakyoung,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405060,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 6시간 전 #tripleS #트리플에스 #수민 #SooMin #ASSEMBLE24 #Girls_Never_Die,0:00:13,https://youtu.be/l5zsCwoD-88,YES,Soomin,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405061,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 5시간 전 #tripleS #트리플에스 #유연 #YooYeon #ASSEMBLE24 #Girls_Never_Die,0:00:09,https://youtu.be/8s50v8U0edE,YES,Yooyeon,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405062,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 4시간 전 #tripleS #트리플에스 #채연 #ChaeYeon #ASSEMBLE24 #Girls_Never_Die,0:00:15,https://youtu.be/kjiWbxqtsBU,YES,Chaeyeon,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405063,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 3시간 전 #tripleS #트리플에스 #지우 #JiWoo #ASSEMBLE24 #Girls_Never_Die,0:00:19,https://youtu.be/DF4XImVRvfU,YES,Jiwoo,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405064,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 2시간 전 #tripleS #트리플에스 #혜린 #HyeRin #ASSEMBLE24 #Girls_Never_Die,0:00:10,https://youtu.be/S9F9bBIoGSk,YES,Hyerin,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405065,2024.05.08 [SHORTS] Countdown to Girls Never Die,2024-05-08,Shorts,Girls Never Die 만나기 1시간 전 #tripleS #트리플에스 #서연 #SeoYeon #ASSEMBLE24 #Girls_Never_Die,0:00:11,https://youtu.be/PsSm27bKJ6c,YES,Seoyeon,"countdown,girls never die,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Cream01,,tripleS official,,
2405066,2024.05.08 [SHOWCASE] ASSEMBLE24 Media Showcase,2024-05-08,"Misc,Offline Event","[FULL] 트리플에스 다 왔지?💕 완전체로 돌아온 'ASSEMBLE24' 쇼케이스｜ tripleS, Showcase / MTN STAR",0:54:27,https://youtu.be/JzDimfugJy0,NO,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","assemble24,media showcase,showcase","media showcase,miscellaneous,youtube",ASSEMBLE24,Divine01,,MTN STAR,,
2405067,2024.05.08 [FANCAM] ASSEMBLE24 Showcase ,2024-05-08,"Fancam,Playlist",240508 트리플에스(tripleS) 첫인사(Opening) 직캠(fancam) @showcase 쇼케이스,0:27:04,https://youtube.com/playlist?list=PLJ7zGRD5xp_iDOS3HrRXCJbUV9nisKvwj,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","4K,assemble24,comeback showcase,introduction,showcase","fancam,youtube",ASSEMBLE24,Divine01,,보가츠,,
2405068,2024.05.08 [FANCAM] ASSEMBLE24 Showcase Relay Dance Part 1,2024-05-08,Fancam,[4k] tripleS(트리플에스) - 릴레이댄스미션 part1 (240508 yes24 라이브홀 ASSEMBLE24 쇼케이스),0:03:02,https://youtu.be/-pzLMCDscIQ,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","4K,comeback showcase,relay dance,showcase","fancam,youtube",ASSEMBLE24,Divine01,,민초캠 Mint Chocolate Cam,,
2405069,2024.05.08 [FANCAM] ASSEMBLE24 Showcase Relay Dance Part 2,2024-05-08,Fancam,[4k] tripleS(트리플에스) - 릴레이댄스미션 part2 (240508 yes24 라이브홀 ASSEMBLE24 쇼케이스),0:03:00,https://youtu.be/fuFJdCsW2lA,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","4K,comeback showcase,relay dance,showcase","fancam,youtube",ASSEMBLE24,Divine01,,민초캠 Mint Chocolate Cam,,
2405070,2024.05.08 [FANCAM] ASSEMBLE24 Showcase ‘Rising’ (OT10),2024-05-08,Fancam,240508 트리플에스(tripleS) 'Rising' OT10 직캠(fancam) @showcase,0:02:39,https://youtu.be/PgKTdCS-eRM,,"Chaeyeon,Dahyun,Hyerin,Jiwoo,Kaede,Nakyoung,Seoyeon,Soomin,Yooyeon,Yubin","4K,assemble24,comeback showcase,rising,showcase","fancam,youtube",ASSEMBLE24,Divine01,,보가츠,,
2405071,2024.05.08 [FANCAM] ASSEMBLE24 Showcase ‘Call My Baby’ (Cover),2024-05-08,Fancam,240508 트리플에스(tripleS) 'CALL ME BABY' cover 직캠(fancam) @showcase,0:02:31,https://youtu.be/2EgwgjOfCNY,,"Dahyun,Hyerin,Kaede,Kotone,Nakyoung,Nien,Xinyu,Yubin","4K,assemble24,call me baby,comeback showcase,showcase","fancam,youtube",ASSEMBLE24,Divine01,,보가츠,,
2405072,2024.05.08 [FANCAM] ASSEMBLE24 Showcase ‘Girls Never Die’,2024-05-08,Fancam,240508 트리플에스(tripleS) 'Girls Never Die' OT24 직캠(fancam) @showcase,0:03:33,https://youtu.be/XYz4jgX3ER0,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","4K,assemble24,comeback showcase,girls never die,showcase","fancam,youtube",ASSEMBLE24,Divine01,,보가츠,,
